Gaia source IDs,True distance [pc],True RA [deg],True Dec [deg],Stellar mass [M_\odot],G-band mag,True planet mass [M_J],True period [days],True inclination [deg],True eccentricity,True omega [deg],True Omega [deg],True T_peri [days],Best-fit planet mass [M_J],Best-fit period [days],Best-fit inclination [deg],Best-fit eccentricity,Best-fit omega [deg],Best-fit Omega [deg],Best-fit T_peri [days],MCMC distance 16th [pc],MCMC distance 50th [pc],MCMC distance 84th [pc],MCMC period 16th [days],MCMC period 50th [days],MCMC period 84th [days],MCMC planet mass 16th [M_J],MCMC planet mass 50th [M_J],MCMC planet mass 84th [M_J],MCMC eccentricity 16th,MCMC eccentricity 50th,MCMC eccentricity 84th,MCMC inclination 16th [deg],MCMC inclination 50th [deg],MCMC inclination 84th [deg]
1658477436390808192,31.924,207.1430181529843,56.33600701831158,0.527,10.983,0.964,1517.519,57.948,0.153,336.017,158.996,10.619,1.013,1443.492,63.156,0.171,18.507,163.272,180.026,31.922,31.932,31.941,1406.281,1504.989,1734.177,0.925,1.043,1.184,0.117,0.324,0.636,55.053,63.458,70.335
3798941286762575104,75.521,175.2062595083698,0.9235484008170515,0.804,10.544,8.899,811.361,65.774,0.002,146.378,173.206,92.627,8.31,799.471,57.242,0.459,72.75,178.91,735.146,75.532,75.635,75.756,798.525,824.948,848.981,8.063,8.699,9.496,0.251,0.372,0.512,57.154,64.906,71.66
3374200765290674816,112.903,94.06781259024703,19.754867871523288,0.618,12.955,4.32,1060.347,127.0,0.109,339.692,338.12,11.438,4.764,1077.986,112.772,0.41,150.585,159.184,1045.804,112.38,112.628,112.884,1031.082,1093.928,1183.368,4.697,6.838,18.77,0.27,0.796,0.981,94.435,103.844,118.025
2977819784028173056,341.849,70.41295638377923,-19.389025442016493,0.85,13.455,6.529,1102.954,153.968,0.429,303.63,204.823,24.891,12.001,994.118,119.182,0.706,126.069,39.183,981.183,339.66,340.936,342.289,985.675,1079.799,1275.384,12.211,34.85,151.479,0.681,0.972,0.998,91.397,97.04,113.848
2087705885161541120,223.359,300.85733450423334,49.14500671732436,0.992,11.397,12.578,840.967,154.463,0.162,216.448,280.123,131.142,12.44,828.944,155.807,0.186,71.975,159.656,59.39,221.97,222.502,223.007,803.307,824.621,846.947,12.448,14.12,16.575,0.066,0.226,0.544,128.968,139.946,151.509
2150221608048964864,51.582,271.0886007030383,55.77868561272825,0.862,9.297,4.274,1569.52,103.542,0.265,0.309,66.199,51.7,4.764,1526.775,105.762,0.312,42.533,67.788,223.736,51.579,51.6,51.62,1492.774,1539.799,1603.785,4.515,4.751,5.001,0.236,0.324,0.419,102.837,105.789,108.985
5292891230555392000,53.531,110.02039712999346,-61.49869710935464,0.424,13.016,8.475,283.483,40.484,0.063,290.892,16.533,33.396,7.802,281.755,21.525,0.219,225.891,21.551,268.705,53.535,53.559,53.583,280.802,281.73,282.666,7.563,7.998,8.497,0.108,0.206,0.317,19.42,27.361,34.622
5345039933191196032,189.104,173.09881394919157,-54.12796644993069,0.798,12.154,8.426,1322.673,50.334,0.606,154.586,70.831,118.07,8.73,1317.221,60.147,0.624,157.523,74.97,139.538,188.834,189.151,189.455,1260.948,1327.791,1431.638,8.099,10.071,22.1,0.498,0.772,0.978,53.723,63.327,72.319
3048856069208947968,76.499,109.84607461907416,-7.729783042215512,1.021,8.962,5.059,859.995,146.241,0.243,75.415,236.335,49.776,5.703,847.135,147.316,0.275,249.594,93.842,804.982,76.462,76.534,76.608,837.802,856.271,876.261,5.302,5.89,6.568,0.068,0.2,0.388,132.93,141.352,151.601
5677933777330899072,156.122,141.99949887686935,-20.42120168142257,0.74,12.916,12.494,1276.973,67.585,0.216,47.348,41.982,56.95,11.89,1311.371,73.034,0.157,77.576,38.395,148.544,155.948,156.261,156.587,1277.945,1315.409,1360.106,11.109,11.973,12.862,0.053,0.158,0.292,69.004,73.294,77.391
1377953331079585792,157.486,235.4868936570828,40.70754465248246,1.415,8.859,10.565,961.509,134.584,0.064,41.744,111.215,134.478,12.37,942.471,134.089,0.214,308.586,121.435,806.395,157.369,157.579,157.778,926.907,945.567,965.859,11.518,12.622,13.764,0.075,0.202,0.355,123.762,131.768,141.159
98753362698701184,41.323,28.337487277422014,23.444749736684933,0.515,11.65,6.175,1639.471,48.462,0.121,234.325,297.267,115.079,6.546,1629.098,50.422,0.14,60.607,108.904,110.267,41.278,41.299,41.32,1595.075,1630.478,1673.509,6.375,6.547,6.723,0.091,0.14,0.19,48.431,50.499,52.502
3750504226146262400,257.624,158.75469851836746,-14.657482730557453,1.242,10.183,8.992,1080.214,63.949,0.023,72.405,192.631,139.241,12.528,1129.049,60.745,0.124,235.923,11.214,91.265,256.412,257.545,258.634,1071.741,1130.439,1192.006,11.567,14.557,25.822,0.114,0.407,0.901,49.369,65.935,80.085
4782042533265558272,187.875,63.616779949814536,-51.09554232489504,0.534,15.279,11.201,1242.338,98.933,0.036,65.912,271.871,149.652,11.797,1231.145,95.675,0.269,51.475,96.327,707.505,187.765,188.485,189.148,1153.104,1223.09,1282.261,11.029,14.492,39.325,0.17,0.663,0.991,87.581,94.363,103.367
2260573817692591616,241.845,273.1124598228239,70.98306714017941,0.837,12.806,10.255,1382.806,142.208,0.002,52.004,245.396,58.468,12.925,1361.604,141.879,0.188,284.136,76.445,218.855,241.237,241.71,242.178,1326.631,1371.708,1428.44,11.981,13.164,14.538,0.052,0.178,0.365,131.22,138.927,147.863
5454564077435589888,136.978,162.40094320837284,-30.61762315602835,0.709,12.707,2.332,1239.418,136.467,0.072,130.02,307.375,166.423,7.831,1231.958,124.976,0.821,275.129,93.158,192.639,136.978,137.181,137.397,1194.298,1247.589,1333.746,5.704,16.904,57.056,0.676,0.964,0.997,95.323,105.974,125.495
5353033146528846464,153.202,161.60459197406905,-55.103993156411306,0.528,15.137,8.708,1145.216,79.026,0.039,35.296,121.138,48.626,9.632,1139.086,86.69,0.166,343.773,112.591,1012.204,152.528,152.911,153.298,1108.225,1140.661,1173.393,8.762,9.799,11.013,0.08,0.229,0.43,80.959,86.888,92.739
3106196597027416320,138.355,101.98260818671382,-2.0781105374933793,0.96,10.683,7.168,1040.347,124.73,0.201,243.978,52.786,79.921,8.203,1058.546,108.104,0.277,232.52,58.498,38.582,137.594,137.879,138.175,990.193,1047.042,1091.578,7.213,8.446,10.473,0.09,0.292,0.594,99.449,107.682,116.414
5677112785742945408,175.713,143.261539064254,-20.897875825206548,0.818,12.261,12.566,629.495,37.891,0.454,149.408,210.083,24.237,10.606,639.113,23.215,0.551,2.121,23.819,36.396,175.788,176.222,176.649,617.368,641.792,664.638,11.146,16.358,47.763,0.456,0.819,0.982,36.078,53.048,73.795
4984304324328707200,201.672,20.918081454371652,-40.95708525575589,0.904,11.223,9.493,1595.384,126.941,0.003,106.074,313.912,111.847,9.148,1507.263,130.758,0.278,50.398,123.924,671.766,202.067,202.538,203.024,1473.359,1532.62,1620.29,8.464,9.397,10.384,0.051,0.169,0.34,122.125,128.475,136.289
5384319887311119744,223.734,174.99915493028965,-39.87015569896042,0.736,13.46,11.458,1141.897,140.657,0.101,305.211,180.584,59.82,10.774,1133.694,159.918,0.107,101.625,17.126,1067.184,222.42,222.975,223.542,1102.842,1131.186,1160.228,10.678,11.659,13.011,0.057,0.167,0.33,135.912,145.088,154.911
3234002694765084672,214.297,77.9262723131713,1.599414823494976,0.753,13.225,12.852,1062.59,60.466,0.019,178.599,155.651,86.612,12.179,1061.455,46.702,0.258,324.708,153.966,504.325,213.222,213.867,214.498,1035.496,1063.928,1092.605,11.174,12.563,14.234,0.09,0.264,0.514,38.533,49.113,57.726
4349564443530746368,56.953,240.7961537592309,-7.367297210329792,0.353,13.822,11.704,944.234,112.97,0.19,118.855,261.312,83.276,11.78,948.162,110.625,0.208,295.412,81.024,74.819,56.809,56.857,56.905,943.797,948.819,954.013,11.427,11.756,12.093,0.154,0.2,0.246,109.492,110.748,112.081
2967194305519572352,147.829,85.61023226592275,-19.06200363112639,0.4,15.437,4.898,1169.86,170.391,0.003,1.228,205.704,55.707,6.132,1143.329,132.973,0.342,62.771,16.529,821.111,146.709,147.223,147.736,1105.831,1148.097,1194.968,5.383,6.573,9.549,0.135,0.399,0.826,114.296,127.427,141.054
6319637904655574528,104.432,228.74294719197334,-8.837305050808784,0.394,14.742,5.772,1259.963,62.871,0.028,146.292,271.439,195.608,4.917,1241.662,53.88,0.209,69.125,81.265,530.37,104.047,104.275,104.519,1193.582,1251.89,1314.175,4.513,5.226,6.1,0.085,0.262,0.532,47.138,56.534,64.11
3076378219634364544,179.622,125.78465872476384,-0.7121304726389932,0.654,14.227,12.596,1216.815,52.047,0.415,217.22,269.513,45.795,9.59,1208.851,46.706,0.249,101.942,97.201,317.442,178.334,178.964,179.573,1168.599,1212.384,1262.539,8.34,10.065,12.795,0.082,0.283,0.6,37.94,49.832,59.528
4755951500306408320,47.973,89.92225197868602,-65.41627879642814,0.804,9.557,4.834,1069.608,125.137,0.038,110.18,234.795,124.723,5.364,1053.072,121.988,0.12,134.161,50.202,727.641,47.947,47.97,47.992,1038.349,1055.489,1073.699,5.062,5.385,5.714,0.037,0.11,0.208,117.209,121.71,126.623
2175898090782420864,152.85,319.8289403973196,53.72226618167463,0.859,11.602,7.611,867.228,65.636,0.07,278.39,148.076,63.217,9.674,807.317,66.076,0.199,139.57,150.037,561.512,152.274,152.515,152.754,780.549,807.829,833.59,8.895,10.248,12.607,0.07,0.256,0.686,58.58,67.389,75.266
6748081645715434368,122.366,298.1706782881146,-32.74010263479655,0.977,10.197,9.246,1459.224,137.98,0.032,9.672,20.299,98.919,9.384,1448.131,132.364,0.189,311.273,0.286,1367.987,122.449,122.64,122.838,1408.544,1456.086,1537.651,8.808,9.625,10.623,0.095,0.234,0.431,122.488,129.959,138.408
2644884089723273088,223.986,350.7603664068541,-0.5008564450492542,0.927,10.994,7.297,1460.989,128.716,0.338,246.002,183.838,121.658,12.043,1236.005,109.536,0.243,152.39,164.541,1044.222,223.45,224.263,225.075,1167.073,1214.31,1271.038,14.343,34.448,194.415,0.543,0.981,0.999,94.346,106.201,124.424
5079309211370223744,227.2,42.28267888116968,-22.022924913977068,0.773,13.155,6.255,1538.875,63.557,0.584,335.096,320.194,86.128,7.687,1142.92,55.991,0.383,296.951,117.021,392.023,226.03,226.684,227.343,1106.35,1180.223,1311.266,6.767,8.377,15.555,0.151,0.472,0.926,48.594,62.267,74.458
5692178126563191936,157.73,147.36612922668013,-10.764913771590571,1.175,9.691,6.527,1044.796,95.851,0.137,162.375,182.198,32.987,11.161,1168.953,108.627,0.682,93.131,26.948,411.424,158.199,158.637,159.07,1157.039,1285.247,1516.811,9.853,19.651,92.552,0.595,0.968,0.999,93.605,103.078,119.47
1580201721845284096,125.904,193.35224115422824,60.50651060294388,0.61,13.261,5.974,1152.163,63.95,0.001,269.689,93.676,181.4,7.33,1169.328,69.35,0.146,270.946,99.485,206.896,125.492,125.627,125.764,1149.325,1170.719,1192.61,6.813,7.322,7.842,0.05,0.136,0.244,65.339,69.391,73.214
1573829953178223104,116.692,180.24191115065037,56.07271829065018,0.824,11.331,7.638,1642.709,97.54,0.169,177.263,53.658,73.992,7.608,1506.694,101.628,0.125,258.747,51.328,389.443,116.573,116.703,116.831,1468.471,1520.521,1585.53,7.131,7.632,8.139,0.044,0.126,0.235,98.388,101.404,104.649
2592845200813028992,122.2,24.383874646536707,17.454101302346544,0.607,13.222,11.859,982.976,13.303,0.009,138.639,87.002,96.368,11.939,1014.431,26.788,0.127,280.406,152.916,681.469,121.653,121.853,122.063,997.8,1014.782,1031.749,11.58,12.15,12.762,0.048,0.114,0.195,21.976,30.751,38.472
2948253813284028032,175.113,105.18456867119907,-15.083822464525023,0.833,12.136,9.138,1242.219,51.428,0.397,91.239,203.04,141.031,10.305,1283.796,50.755,0.655,277.913,16.88,166.013,175.352,175.76,176.159,1259.347,1356.597,1630.522,9.629,18.513,42.843,0.653,0.919,0.985,51.655,68.497,79.935
1505214930047542784,19.433,214.35186828824175,45.44439491661948,0.57,9.536,3.64,926.427,35.506,0.455,256.071,211.214,143.21,3.481,920.135,31.897,0.413,73.71,28.01,132.696,19.433,19.436,19.44,915.378,920.296,925.31,3.383,3.493,3.606,0.376,0.412,0.449,28.601,32.494,35.883
380283796029079424,218.185,5.181196425836173,39.78116297465112,0.731,13.449,9.458,506.942,24.551,0.023,106.669,184.746,52.019,12.735,518.599,29.92,0.319,318.023,123.558,270.096,217.945,218.582,219.244,506.763,519.135,528.799,12.514,19.346,73.416,0.169,0.721,0.983,35.489,52.686,75.982
4803197411861716864,53.771,89.22939268186154,-44.00864682355371,1.389,6.531,4.154,823.922,65.86,0.254,191.752,306.626,11.34,3.678,824.681,53.485,0.45,15.139,116.885,3.641,53.753,53.787,53.818,787.819,825.44,869.929,3.38,4.246,9.084,0.128,0.5,0.959,47.338,61.927,75.158
1223457378848726656,154.032,238.3573121450051,26.955786658806282,0.522,14.444,3.229,1473.769,123.715,0.274,318.657,209.999,142.078,3.553,1216.622,132.86,0.25,95.092,18.461,1159.452,154.022,154.348,154.672,1179.615,1293.921,1608.691,3.9,7.998,27.909,0.435,0.923,0.994,96.757,109.228,126.205
5358362616819081856,144.631,155.3744801442413,-51.08211465675266,0.733,12.786,11.763,1702.219,104.783,0.162,50.228,165.97,171.744,12.419,1721.441,100.999,0.159,37.996,170.488,90.244,144.503,144.688,144.868,1652.824,1774.129,2069.387,11.88,12.394,12.901,0.087,0.198,0.356,98.704,101.406,104.272
6585226621973816064,82.093,327.1045076990298,-38.289418065958884,0.48,13.437,6.361,1712.911,159.391,0.16,60.565,348.252,227.407,6.466,1693.328,152.595,0.15,197.491,141.041,132.241,82.008,82.091,82.173,1643.047,1703.891,1786.509,6.277,6.543,6.828,0.093,0.156,0.223,143.639,150.675,158.756
6498806794735180416,138.206,350.69627714214766,-56.38605312259909,0.713,13.111,4.004,1575.474,66.53,0.059,145.133,208.603,88.286,4.516,1318.241,67.907,0.05,94.414,8.152,471.59,138.046,138.231,138.409,1276.807,1355.323,1514.692,4.103,4.599,5.141,0.052,0.168,0.36,61.144,68.755,75.407
5279433453052483328,117.843,90.23164130347489,-70.27535297851509,1.057,9.968,8.901,1131.231,66.633,0.205,139.16,274.034,27.567,8.392,1125.222,58.96,0.424,13.075,83.659,160.483,117.605,117.717,117.83,1096.042,1125.713,1157.092,7.799,8.556,9.426,0.192,0.403,0.622,52.067,60.108,66.519
5518807064384744832,36.387,120.61165836232105,-46.335283461023906,0.956,7.369,1.75,1896.184,113.731,0.483,263.829,136.536,272.031,2.515,1309.928,104.763,0.687,66.466,127.195,860.451,36.406,36.423,36.441,1271.844,1335.405,1592.98,1.794,2.691,7.788,0.303,0.79,0.983,93.774,102.78,115.968
1727863934431744256,133.238,257.28399798194147,86.87911708465386,0.866,11.385,7.372,313.885,130.753,0.023,14.897,337.735,49.295,10.564,310.359,118.035,0.27,67.519,163.951,250.663,133.099,133.271,133.446,305.595,310.131,314.501,10.322,15.0,48.73,0.231,0.759,0.984,97.309,108.542,122.514
2727974866333479808,271.317,333.51171526920155,12.706338557230811,0.933,12.43,9.004,1329.286,86.363,0.248,43.598,301.065,182.339,11.177,1267.235,86.015,0.451,233.807,132.426,212.391,269.769,270.632,271.543,1233.107,1309.963,1465.444,10.538,16.164,71.226,0.401,0.943,0.999,74.564,86.059,95.994
4145389635474824960,72.206,269.3034738195739,-15.576909203315713,0.445,13.469,6.608,1247.623,91.837,0.384,351.181,323.28,64.495,5.994,1298.526,94.419,0.367,151.738,145.988,21.134,72.197,72.282,72.366,1254.732,1297.379,1350.43,5.663,6.074,6.57,0.279,0.393,0.514,91.321,94.816,98.315
2137586260944576512,157.827,298.90750887372127,53.77928006644377,0.576,14.032,7.011,1077.041,78.701,0.002,344.312,151.622,115.382,8.705,1033.723,83.796,0.477,248.936,146.313,829.471,157.395,157.634,157.877,1003.982,1036.858,1074.314,7.448,8.952,13.255,0.226,0.515,0.827,79.024,84.891,89.795
4366947000809133440,191.88,260.94046721406,-2.8338543746362803,0.758,13.5,10.689,1342.092,143.303,0.007,64.821,37.004,95.515,11.764,1314.271,133.821,0.168,204.394,22.958,662.458,190.904,191.374,191.833,1288.491,1336.997,1406.182,10.784,11.725,12.733,0.045,0.139,0.27,125.868,133.944,144.255
4228947360828703360,201.251,306.80170596433106,-1.629547824624025,0.947,11.587,9.053,999.229,109.278,0.353,198.92,4.111,35.494,11.704,885.145,134.171,0.734,293.706,164.214,752.956,200.486,201.054,201.656,866.674,906.53,961.267,10.412,25.638,109.214,0.549,0.951,0.997,94.378,106.123,129.015
6299909264438649600,166.323,214.80073813300746,-13.98569392309746,0.682,13.546,10.864,1092.149,88.466,0.12,130.919,337.47,171.029,10.983,1083.443,82.441,0.049,233.256,156.148,1015.502,166.428,166.784,167.134,1055.848,1084.228,1114.75,10.281,11.199,12.202,0.036,0.125,0.273,77.04,82.786,88.216
715720638766727936,115.333,138.18858020848705,36.83120868811917,0.471,14.261,11.874,619.733,112.909,0.202,129.582,154.384,74.373,11.417,614.579,121.802,0.186,118.425,156.599,52.62,115.135,115.332,115.528,608.141,614.533,621.068,10.766,11.611,12.496,0.073,0.181,0.306,115.172,120.557,126.375
6655247332063652224,89.498,278.0283110632842,-52.18485774611123,0.356,14.776,4.447,742.005,48.114,0.056,95.759,331.663,102.582,11.533,735.582,65.759,0.868,71.089,137.325,396.064,89.59,89.77,89.942,727.536,741.08,760.218,7.301,21.363,89.847,0.703,0.974,0.998,57.018,74.838,85.968
4260888487187644032,46.184,287.05282788889025,-2.9075161363370334,0.413,12.795,0.97,1503.955,22.265,0.056,310.372,94.688,23.01,1.599,1283.673,53.305,0.555,279.392,69.26,1137.745,46.183,46.217,46.25,1235.37,1361.486,1825.46,1.661,3.415,10.18,0.672,0.936,0.992,57.154,72.96,83.654
541964541352558464,129.293,39.670448609759895,69.76019115572724,0.713,12.454,6.053,1660.323,73.734,0.106,6.483,137.025,166.45,6.366,1556.457,73.91,0.188,153.1,133.952,761.746,129.159,129.317,129.473,1541.224,1615.185,1799.746,5.972,6.418,6.96,0.051,0.157,0.316,70.477,74.417,78.266
5520254502727883392,112.951,124.81539884747,-44.03916489579573,0.593,13.167,11.637,1672.774,30.568,0.258,308.001,159.858,91.164,11.232,1591.638,23.782,0.19,319.595,161.7,136.125,112.644,112.753,112.865,1548.268,1596.799,1663.126,10.881,11.341,11.852,0.134,0.194,0.253,19.098,26.251,32.452
5470468684929233280,150.056,161.0967061193018,-25.164631707264636,0.635,14.007,11.649,1334.489,126.569,0.168,251.046,58.516,48.476,11.065,1366.941,131.727,0.248,209.818,57.231,1231.947,149.47,149.761,150.062,1334.942,1374.08,1422.595,10.279,11.277,12.524,0.128,0.274,0.445,125.375,130.864,137.555
5955053485409176960,183.785,266.4820320039432,-45.25668769446186,1.049,10.046,10.75,1117.307,53.236,0.469,254.757,232.367,32.466,11.309,1156.99,45.717,0.419,85.963,44.369,58.491,183.983,184.533,185.071,1099.508,1193.306,1422.538,10.858,12.79,16.866,0.289,0.529,0.815,42.914,56.679,70.523
3815264842546968192,18.347,168.30373769399583,4.482195936288635,0.708,8.263,1.533,543.445,157.64,0.317,125.011,148.077,19.597,1.677,550.294,139.969,0.35,64.068,33.308,93.505,18.344,18.351,18.357,536.447,548.629,559.217,1.644,1.998,3.715,0.232,0.52,0.916,114.903,128.734,143.014
5871009878947091456,117.644,209.94464189965151,-58.77084091316259,0.688,12.461,7.711,809.465,51.201,0.224,87.031,213.188,18.298,8.066,811.977,47.465,0.155,242.237,32.709,781.461,117.122,117.292,117.466,799.893,812.448,826.021,7.561,8.171,8.812,0.042,0.133,0.26,40.181,47.251,53.186
3418915433588729856,76.932,77.39485013497956,24.3244669846983,0.833,10.193,7.576,839.521,107.754,0.141,117.948,98.846,121.213,12.394,885.932,97.958,0.737,119.675,96.337,133.005,76.748,76.852,76.957,854.997,885.94,914.963,10.37,23.635,88.531,0.71,0.966,0.997,91.445,95.431,102.955
2006082917926836480,173.187,333.59699041862194,55.43990872452414,1.361,9.333,5.825,660.21,6.526,0.0,251.303,283.664,81.246,10.638,659.424,64.329,0.34,305.481,89.087,507.426,172.555,172.842,173.118,641.545,661.043,682.967,10.268,14.242,66.615,0.214,0.723,0.991,58.703,74.604,86.57
4238188687347452800,86.757,294.55612914374365,-1.523757966853921,0.6,12.539,6.803,583.544,125.261,0.05,61.325,94.484,5.018,8.5,571.819,128.517,0.398,86.617,72.054,74.448,86.561,86.661,86.758,565.993,572.44,579.534,7.694,9.413,19.617,0.227,0.518,0.915,116.518,126.509,137.646
5144264303889382656,82.143,32.3252245240317,-17.83040082868604,0.414,14.037,5.015,1367.377,83.488,0.214,243.717,285.563,191.093,5.199,1294.95,86.09,0.097,67.123,105.976,201.582,81.94,82.051,82.161,1259.415,1304.588,1364.893,4.78,5.211,5.677,0.046,0.146,0.294,83.405,86.254,88.925
3159694125548814336,171.244,106.02499135982498,11.242539388245682,0.885,11.689,6.819,733.38,61.35,0.162,341.885,11.969,97.818,9.247,720.113,52.002,0.458,133.775,59.1,519.62,170.999,171.482,171.967,707.443,723.557,742.039,7.753,10.68,32.746,0.164,0.611,0.978,41.654,58.805,76.068
1347307502472879616,135.85,263.6446590365617,41.48826721736481,0.312,16.141,9.029,878.103,32.627,0.648,261.324,312.414,118.862,11.425,924.261,53.879,0.612,113.276,99.278,121.885,135.761,136.194,136.647,901.557,928.31,955.699,10.448,14.753,41.125,0.49,0.798,0.976,50.408,63.06,77.394
1500282142928547968,172.351,206.70258707942898,40.62282487160698,0.627,14.474,7.739,990.495,142.947,0.861,59.244,189.389,42.444,8.321,1002.337,135.943,0.774,47.203,167.023,66.047,171.225,171.679,172.129,982.018,1009.685,1048.455,7.516,20.394,92.068,0.594,0.974,0.999,94.936,108.998,132.359
4942923418239053184,132.164,33.34403837596153,-46.5795643011202,0.464,14.618,7.78,1258.894,144.741,0.215,233.99,29.29,89.122,8.162,1243.177,147.533,0.22,255.94,38.19,134.375,132.158,132.4,132.644,1221.792,1246.77,1273.682,7.624,8.279,8.988,0.122,0.226,0.332,137.107,145.342,154.707
6822576925748907008,160.561,335.9084467145022,-18.27073168435678,0.424,15.4,6.826,1068.815,136.805,0.221,333.279,44.165,53.686,6.684,1110.735,128.67,0.111,9.656,34.843,149.951,160.58,161.307,162.062,1047.765,1138.308,1253.804,6.461,8.184,13.377,0.127,0.449,0.892,104.549,117.597,133.115
4224176652894310016,77.177,302.9482746600766,-1.236793050302792,0.898,9.862,6.231,1291.359,86.236,0.066,179.725,87.412,40.851,6.46,1298.739,89.602,0.258,175.064,86.747,18.263,77.021,77.091,77.164,1261.126,1306.182,1363.479,5.897,6.633,8.365,0.129,0.333,0.79,85.103,89.524,93.848
6602447928999516672,274.709,343.88704038093306,-34.38765420748928,0.838,12.87,8.687,1186.099,121.083,0.039,256.936,335.399,20.413,9.455,1213.651,121.238,0.235,199.161,141.68,436.447,273.182,274.152,275.127,1168.227,1243.919,1445.529,8.592,10.968,22.998,0.15,0.573,0.964,104.69,116.835,131.435
5727791067674792192,156.666,121.92490311347034,-11.993117372771652,1.034,10.318,12.8,1293.738,81.577,0.11,296.943,354.908,178.87,12.273,1342.402,89.338,0.069,291.723,169.723,839.103,156.189,156.531,156.865,1305.317,1356.585,1421.666,11.454,12.539,13.743,0.042,0.131,0.282,83.689,89.057,94.716
1856013118471686144,92.102,309.45741070203553,26.7215702842811,0.414,14.279,7.412,896.579,46.855,0.427,339.77,281.533,21.439,7.221,913.762,45.004,0.434,152.454,101.688,911.892,91.986,92.103,92.221,903.665,912.381,921.879,6.867,7.348,7.864,0.344,0.43,0.52,40.649,46.905,52.373
5795152750632620288,145.212,230.74494876212768,-72.93623780478387,0.926,10.118,10.574,406.187,42.675,0.288,90.689,341.123,35.013,12.094,414.003,52.091,0.245,102.046,166.252,261.17,144.876,145.228,145.531,405.392,413.039,421.231,11.238,13.166,16.48,0.116,0.336,0.668,45.645,56.066,66.223
6430091131932769536,51.593,301.20744072259146,-64.33493039207801,0.649,10.995,2.037,989.297,90.54,0.316,109.558,237.609,9.406,2.066,967.551,94.43,0.336,273.518,48.273,910.001,51.554,51.581,51.609,941.51,970.308,998.858,1.822,2.082,2.442,0.116,0.312,0.58,89.327,95.289,101.82
2446560160900784768,75.295,358.67692158059543,-3.8746306230745473,0.545,12.688,1.696,1098.303,162.338,0.059,29.991,31.542,18.294,2.843,1106.109,127.646,0.232,281.632,35.992,764.075,75.348,75.447,75.538,1076.835,1141.127,1247.877,2.814,5.348,20.096,0.28,0.931,0.996,97.872,113.933,132.138
1719164980686371968,67.411,201.58097789888907,81.98375212510378,0.152,16.856,10.859,1503.653,81.859,0.345,161.114,112.27,113.977,11.278,1524.918,83.701,0.278,148.074,112.316,68.89,67.402,67.57,67.737,1470.597,1535.294,1631.807,10.791,11.312,11.837,0.194,0.288,0.38,81.692,83.721,85.669
2344381647681790720,36.105,15.079119850849944,-25.614728674482826,0.73,9.55,4.458,210.877,92.534,0.199,240.683,344.496,13.384,5.354,209.672,85.574,0.476,199.498,177.898,95.339,36.085,36.102,36.12,208.195,209.348,210.63,5.646,11.179,60.366,0.565,0.987,1.0,75.029,86.3,92.367
4658230274164489216,128.273,77.74887480318661,-69.20508474743299,0.784,11.446,7.634,1340.494,26.488,0.16,70.924,335.314,178.788,7.463,1335.553,24.13,0.224,114.714,7.883,484.774,127.985,128.124,128.265,1310.824,1340.447,1374.201,7.126,7.681,8.275,0.075,0.182,0.308,21.763,30.47,38.26
3491240002793015424,54.91,177.8751861986557,-24.585778595719567,0.403,13.265,4.342,588.769,119.761,0.277,47.673,343.723,19.33,5.031,588.81,110.131,0.314,234.524,159.551,50.67,54.882,54.922,54.962,581.317,588.22,595.869,4.856,5.298,6.157,0.235,0.408,0.645,104.468,109.278,114.431
1257732695338469376,136.284,209.0675747726616,24.149378238581505,0.545,13.98,12.023,997.698,89.001,0.039,253.031,122.404,5.632,11.243,998.988,86.498,0.143,193.632,122.134,835.701,136.577,136.831,137.083,979.228,1000.267,1023.428,10.622,11.323,12.051,0.049,0.149,0.276,82.61,86.368,90.011
5352871827558589568,98.869,161.89753823045376,-55.797192038342686,0.295,15.638,2.804,1093.251,25.708,0.129,33.876,241.06,154.937,4.498,1087.493,50.341,0.37,54.493,63.117,752.723,98.628,98.887,99.155,1052.586,1092.607,1137.047,4.015,4.927,7.653,0.17,0.45,0.887,41.801,55.457,67.192
4307230320985074432,128.184,286.59455425318373,7.929652549185247,1.121,9.401,4.625,870.259,103.373,0.507,178.967,149.446,91.649,12.718,745.498,88.063,0.896,57.439,127.122,614.44,127.975,128.199,128.425,737.661,755.781,778.957,10.378,33.143,153.827,0.876,0.993,1.0,81.737,89.141,92.361
2013786405621657216,211.347,348.40534906276366,59.88515174154677,0.754,13.188,10.955,630.894,125.982,0.383,283.553,179.074,12.333,11.387,634.146,127.625,0.604,268.645,175.367,631.693,210.862,211.247,211.623,613.219,624.901,636.067,10.744,16.355,49.567,0.541,0.83,0.984,100.256,115.79,129.517
3082200889621441664,172.719,118.51794637195242,-1.7781109617313988,0.663,13.929,9.165,971.985,127.417,0.054,23.425,283.269,14.699,10.222,1014.826,110.907,0.308,83.504,123.716,620.651,171.007,171.501,171.974,974.064,1012.638,1054.337,9.446,11.364,18.685,0.164,0.46,0.878,100.191,107.546,116.005
333553417976872064,172.429,38.53101411655919,36.580262812394984,1.094,9.843,12.391,1021.684,98.027,0.221,90.609,291.755,37.553,12.901,1012.157,104.464,0.11,277.514,110.295,88.38,172.023,172.48,172.985,983.165,1025.807,1069.213,12.158,14.8,27.967,0.11,0.44,0.954,95.077,103.084,112.971
