Binary source ID,True distance [pc],True RA [deg],True Dec [deg],Primary stellar mass [M_\odot],Secondary stellar mass [M_\odot],Apparent stellar mass [M_\odot],Primary G-band mag,Secondary G-band mag,Apparent G-band mag,True period [days],True inclination [deg],True eccentricity,True omega [deg],True Omega [deg],True T_peri [days],Best-fit planet mass [M_J],Best-fit period [days],Best-fit inclination [deg],Best-fit eccentricity,Best-fit omega [deg],Best-fit Omega [deg],Best-fit T_peri [days],MCMC distance 16th [pc],MCMC distance 50th [pc],MCMC distance 84th [pc],MCMC period 16th [days],MCMC period 50th [days],MCMC period 84th [days],MCMC planet mass 16th [M_J],MCMC planet mass 50th [M_J],MCMC planet mass 84th [M_J],MCMC eccentricity 16th,MCMC eccentricity 50th,MCMC eccentricity 84th,MCMC inclination 16th [deg],MCMC inclination 50th [deg],MCMC inclination 84th [deg],\Delta \chi^2
539,130.88035,343.55660318794276,-54.356166495498826,0.45984,0.45108,0.6149,14.45462,14.53251,13.74029,275.39915,132.10097,0.31113,58.92555,148.58629,3.92526,10.47244,273.7456,125.24874,0.48245,76.74075,162.2706,8.4788,130.89729,131.0688,131.23695,270.66282,273.07253,275.37551,8.92058,11.10262,16.33439,0.2242,0.52894,0.83063,110.63801,121.18624,133.19648,72.01947
540,98.93227,167.8497165645687,-9.253063369039436,0.37215,0.35463,0.50196,14.71744,14.85518,14.03155,332.37737,127.6414,0.29473,100.96126,69.15108,50.87332,10.39631,332.03901,140.6146,0.17677,96.22272,71.33707,36.71834,98.92081,99.1476,99.37539,329.75839,332.45904,335.31894,9.69652,11.04495,12.94156,0.06999,0.21529,0.48053,124.93483,135.93938,148.15069,307.20383
541,72.93211,203.1018212631833,-64.89287633624133,0.14277,0.136,0.18602,17.56048,17.73299,16.89074,1013.26307,46.52531,0.21279,103.93847,46.31079,1.36811,7.92007,982.67148,51.98199,0.42435,91.14137,49.44098,960.40325,72.2014,72.43069,72.6621,964.48312,982.29238,1001.38648,7.10811,8.0685,9.36288,0.27435,0.43141,0.59838,46.87305,53.73687,59.75269,188.36418
542,99.20762,343.52277565691435,57.55155001610372,0.20254,0.19131,0.28951,15.98727,16.15763,15.31654,1481.6812,81.93284,0.36422,255.82074,101.61961,233.62696,8.40497,1469.94799,80.86679,0.27378,270.8778,99.55623,280.67479,98.98748,99.17158,99.354,1444.53717,1483.31254,1535.32383,7.70577,8.28442,8.9474,0.14891,0.26764,0.38802,78.02154,80.88363,83.65151,424.77284
543,104.36329,280.1061374190563,13.116538959879088,0.42432,0.41409,0.55611,14.54377,14.62809,13.83253,251.24213,34.77786,0.06787,328.80557,331.55217,19.03833,12.43459,248.73821,58.27615,0.16301,313.6885,169.88208,152.52346,104.09298,104.23825,104.37868,247.50216,249.17854,250.88939,11.32098,12.61482,14.04877,0.05175,0.17128,0.34531,50.0622,58.45738,65.3302,156.57482
544,49.71937,141.08342844481433,-65.82852364115611,0.26248,0.24858,0.37576,14.44912,14.59106,13.7652,36.5471,150.41525,0.02089,104.44959,322.36456,0.22588,10.71274,36.57727,140.26301,0.30621,72.61044,169.10238,13.33128,49.70726,49.72941,49.75176,36.52905,36.57372,36.61861,10.14433,11.89797,15.38726,0.14746,0.39813,0.73951,120.45501,132.60759,145.60496,85.66414
545,189.84063,261.27469534820034,3.1371159253713783,1.23362,1.22463,1.30339,10.11651,10.15165,9.38137,1176.42393,52.78172,0.34416,174.18557,21.31883,169.95885,9.52497,1213.05452,52.00258,0.37484,125.62071,165.36991,538.24469,189.24016,189.71099,190.20558,1151.5071,1231.82606,1408.13657,8.51698,10.41159,14.62288,0.10782,0.39919,0.85904,45.12808,58.41348,69.9246,56.32381
546,119.96669,348.7434740242976,-46.19632809290544,0.40485,0.38847,0.53945,14.70338,14.83358,14.01396,1378.9673,82.83259,0.36126,138.46896,47.07841,167.08072,12.95389,1305.28076,84.45001,0.32743,171.61169,46.96168,256.44254,119.54,119.72183,119.91014,1279.20515,1316.46269,1367.36112,12.34922,12.99163,13.66594,0.25345,0.3329,0.40913,82.54474,84.58884,86.55526,707.55944
547,107.27565,80.88193153896184,-59.359430543726944,0.29266,0.27307,0.39507,16.01244,16.20174,15.3504,1885.38948,71.44362,0.14674,192.07965,171.70957,30.99046,12.54586,1760.63725,70.64555,0.09933,328.77299,171.43302,713.22783,107.16748,107.34756,107.53403,1738.89241,1824.35967,1935.44135,11.93706,12.45749,12.98993,0.02306,0.07588,0.15348,65.64584,69.73768,73.25536,791.117
548,91.43615,136.04639599696276,37.260440325575225,0.71781,0.71299,0.83088,11.39595,11.43871,10.66455,896.45812,66.89296,0.17508,237.68499,306.80553,54.90998,9.45979,914.04076,66.63291,0.03766,94.50745,123.66071,126.31025,91.40098,91.5072,91.61516,895.44206,914.0658,933.55084,8.87808,9.55677,10.25539,0.03235,0.10718,0.22633,62.61013,66.99275,71.14815,283.49771
549,91.22174,279.64680578919854,63.727425900161386,0.26191,0.2482,0.37311,15.4487,15.5843,14.76181,1377.29156,31.72985,0.12506,14.57506,170.1344,26.18165,8.08094,1349.10157,32.67636,0.26267,17.38032,173.93855,46.35965,91.16906,91.27523,91.37961,1322.89672,1352.13716,1387.483,7.70977,8.14308,8.59985,0.17776,0.26573,0.35066,26.41537,34.09266,40.31892,791.50868
550,45.70719,7.578971360398839,-50.323908225259046,0.33594,0.31853,0.46941,13.37742,13.52824,12.69764,100.59566,133.44015,0.75844,104.6825,124.82534,14.20097,9.35444,100.48302,137.12745,0.38396,114.13889,146.67332,10.86802,45.73605,45.75518,45.77494,100.58926,100.70485,100.89746,18.10522,41.68671,114.30556,0.88283,0.97737,0.99661,96.00194,104.7776,121.47617,322.56535
551,69.5922,212.74483857469758,19.0899341754007,0.14523,0.13935,0.21345,16.42821,16.60039,15.75832,1322.65123,81.18325,0.28664,37.88819,215.48037,138.23514,6.76385,1387.46433,83.91685,0.34402,174.7332,40.74188,1385.90422,69.31243,69.45485,69.59572,1364.18495,1429.60806,1532.55896,6.28167,6.67971,7.09317,0.27674,0.39542,0.52186,81.31481,84.4302,87.54538,502.41753
552,75.85638,80.61973120386389,-46.2400784965641,0.29843,0.28878,0.40875,15.15418,15.24818,14.44759,713.9817,94.77817,0.49159,239.03937,143.93565,59.1486,7.03281,712.43532,90.12435,0.47491,227.93574,144.80626,43.63511,75.76985,75.84713,75.92272,704.63164,712.6027,720.68822,6.53921,7.17021,7.98324,0.32587,0.48293,0.65671,86.61863,90.2548,93.95181,216.01904
553,80.46648,260.8953232315612,-45.87619472167372,0.6435,0.63829,0.76435,11.77091,11.82781,11.04641,520.9631,38.64698,0.66001,283.15388,166.96766,17.85333,9.93521,520.39342,46.14734,0.64221,290.0263,159.07618,14.37042,80.25966,80.34921,80.4357,518.42932,526.91531,535.45421,9.82262,16.13678,40.21395,0.62721,0.8959,0.98445,45.92491,62.03268,76.42133,144.58636
554,59.74691,337.4635012405033,70.50844669705845,0.19352,0.18706,0.29301,15.99078,16.08487,15.28423,1154.57379,88.80548,0.0561,74.83542,40.61353,182.48386,4.27686,1168.07041,94.2338,0.29317,354.7651,35.72315,1074.87895,59.69785,59.75674,59.81545,1144.38598,1170.41153,1197.69149,3.94334,4.28545,4.68287,0.13317,0.29618,0.47486,90.17316,94.30924,98.63687,218.55415
555,87.22549,13.435078843612326,-33.74248748852337,0.30681,0.29797,0.43288,14.85428,14.9285,14.13818,911.29838,100.85646,0.09104,232.83521,20.12866,135.63332,4.75694,887.25174,112.69596,0.12368,122.08119,2.02764,765.97406,87.02148,87.14693,87.26915,868.90437,889.46169,912.0106,4.42909,4.88036,5.35892,0.04529,0.15219,0.32056,106.01051,111.55968,117.9352,150.09812
556,56.37541,28.22219410733955,-29.003737060133318,0.21987,0.21192,0.31197,15.20626,15.29372,14.49654,1479.99797,116.52058,0.47117,140.04096,96.79837,135.46756,3.90136,1463.15171,118.58308,0.30657,164.10076,99.4937,218.88764,56.34493,56.39316,56.44173,1427.07339,1473.72595,1534.54746,3.67311,3.9103,4.1665,0.20672,0.30275,0.4014,114.33672,117.86334,121.68126,543.07466
557,194.32211,258.0176710117316,21.82046094933439,0.49292,0.48195,0.57445,15.08564,15.18333,14.38081,1138.57415,87.77105,0.75757,215.33033,139.24224,150.62857,9.56666,1173.08408,80.95585,0.63821,202.55172,139.33057,159.36814,193.54304,194.06109,194.57077,1140.77151,1175.18867,1213.60008,9.60706,11.81682,32.34789,0.5918,0.88857,0.99571,72.36721,81.72288,88.1885,267.2604
558,82.39325,328.5656137810778,-39.709672881293315,0.29077,0.27563,0.38332,15.53946,15.68323,14.85639,671.38045,68.69642,0.69238,53.39768,200.76643,52.38507,9.04304,654.81257,68.27569,0.63067,246.11246,28.10119,74.30799,82.17365,82.31161,82.44692,645.87581,657.55606,670.61078,7.6687,10.46315,22.93985,0.47761,0.73925,0.95353,63.41423,71.16839,79.73503,146.18962
559,84.41217,70.1700915658437,20.189367983692822,0.19292,0.16994,0.28153,16.70703,17.0441,16.10996,1696.09465,117.32607,0.89883,100.14674,287.12041,41.12606,9.06584,1449.27146,137.61116,0.63136,288.84738,113.15066,41.73965,84.05957,84.38383,84.71715,1380.07971,1516.39393,1809.81805,9.01087,17.41046,50.65887,0.63587,0.91929,0.98901,99.59858,113.70459,135.04564,148.18405
560,88.09521,13.600728469048946,15.316139884208166,0.12488,0.11803,0.18561,17.8985,18.1069,17.24513,441.05888,165.86567,0.45629,131.93659,96.69062,26.00094,12.94174,427.6899,128.71541,0.66808,94.79991,4.33318,75.59544,86.80122,87.40858,88.00111,420.49849,430.47464,442.11798,13.82691,36.52669,179.46841,0.66953,0.96336,0.99724,93.31081,103.28876,123.85175,52.76002
561,109.60054,179.92038737902723,15.827529530715077,0.32568,0.31487,0.4437,15.24121,15.32442,14.52945,761.01963,54.54141,0.64907,161.40571,242.4908,90.57879,5.83738,826.61848,70.15519,0.3912,36.85966,40.45169,221.44204,109.00481,109.22785,109.47046,783.52992,818.37629,862.75475,5.64493,8.46135,27.16473,0.29773,0.82304,0.98895,61.19567,74.68283,84.44031,68.50337
562,51.74636,233.77573962496993,47.22569631815461,0.26024,0.25368,0.36953,14.28122,14.34366,13.55941,954.21039,105.61195,0.5191,288.81479,208.05386,145.05223,3.13039,958.34035,105.61654,0.20792,95.95417,27.35888,102.26592,51.76657,51.79135,51.81624,945.01618,959.71364,974.87771,2.93458,3.13123,3.33686,0.093,0.20138,0.32062,102.27934,105.68719,109.31022,312.49284
563,51.6789,81.5832277827648,31.24313611947951,0.18698,0.17668,0.27601,15.20817,15.35235,14.52529,1677.09321,105.52168,0.81734,26.32327,102.05222,13.9888,8.50781,1817.87885,128.6532,0.97965,46.52933,128.68853,1809.09082,51.58669,51.64263,51.69882,1728.1623,1937.81432,2287.42904,6.31121,8.67406,20.87675,0.91548,0.98518,0.99781,107.02301,118.1027,132.31267,767.63102
564,64.51909,37.23752053464301,-25.353312216579546,0.17435,0.16565,0.25446,15.88831,16.0183,15.19879,2538.35842,42.79225,0.22975,207.63268,21.64243,392.54227,6.33445,2442.85823,42.97005,0.21376,264.76671,36.6586,850.98656,64.18247,64.26871,64.35742,3224.707,4008.17577,4730.11736,9.53559,15.46771,22.10314,0.06078,0.15248,0.25604,51.26291,60.34853,65.70299,1128.83371
565,53.05168,94.93409818828385,22.731266559830495,0.24403,0.2336,0.35354,14.74939,14.87171,14.05625,548.22741,45.01133,0.56058,282.65371,237.34502,74.58637,8.36887,546.91395,51.77094,0.62393,101.81196,66.96468,82.23887,53.00802,53.0556,53.10327,543.6642,546.72477,549.74131,7.37688,8.36979,9.66142,0.52542,0.62502,0.71901,46.8035,52.09534,56.92641,585.67841
566,123.57622,59.85791380899888,15.622423670504196,0.3375,0.31843,0.46163,15.09825,15.2206,14.40513,883.25547,112.26839,0.48897,332.2177,325.54602,77.28757,10.47822,927.01249,103.46291,0.86954,141.97541,137.99642,124.13744,123.80708,124.07009,124.33485,908.32521,930.26629,956.28264,10.13465,24.50573,106.68132,0.86699,0.99078,0.9995,91.80898,97.20137,109.30241,109.75751
567,74.70355,195.41260703358054,11.351296913336856,0.21143,0.19864,0.19782,16.67979,16.83238,16.00083,379.87757,150.57929,0.42309,5.78006,187.45929,43.85853,12.88463,381.61737,100.56798,0.62441,94.39862,146.52111,131.02155,72.94165,73.67671,74.35241,369.38725,378.70361,385.82357,12.74498,28.06463,86.90329,0.69918,0.94572,0.99266,91.78848,96.39657,105.39042,94.6116
568,39.06161,52.31005084261737,-14.972923285620153,0.63945,0.63698,0.77414,10.12579,10.1507,9.3856,604.28007,32.14838,0.78935,264.57322,150.01172,61.60907,4.11516,608.46892,29.91157,0.59101,9.7944,38.05744,43.01954,39.0463,39.06388,39.08115,602.14798,608.8153,615.93718,4.04705,4.59481,7.74221,0.52405,0.70082,0.92105,27.81216,38.83894,53.90919,313.64776
569,117.75994,349.2294019776036,1.231853816568806,0.14922,0.14108,0.21514,17.05914,17.29338,16.41738,861.71953,77.85339,0.29015,190.0481,228.27837,14.90214,11.66925,838.56747,79.55653,0.20449,340.48505,49.0989,811.33312,116.7668,117.67695,118.65006,807.32973,838.07988,872.0868,10.74132,13.24136,20.7933,0.10571,0.39359,0.92853,73.10982,80.72023,86.71994,59.95585
570,45.02961,298.43544821625244,23.094130317432366,0.14956,0.14265,0.23253,16.01241,16.22166,15.35943,1261.7704,130.70438,0.50813,330.54333,306.32985,40.87337,10.213,1245.77514,129.98224,0.49869,154.60628,127.70646,43.36068,44.9414,44.98677,45.03224,1234.99078,1246.21085,1257.87786,9.9602,10.21484,10.48314,0.46653,0.49922,0.53302,128.19676,129.93442,131.76635,4037.86212
571,162.67572,323.7627221482175,-66.43482746548821,0.5982,0.59112,0.69784,14.00695,14.07103,13.28595,439.05082,164.6312,0.74513,217.81677,19.0097,47.71182,10.05179,453.09007,162.2568,0.73831,52.04488,164.76568,110.61917,162.80065,163.05133,163.30116,441.50349,449.3253,455.3552,8.63388,12.64873,39.56271,0.41434,0.82931,0.98574,106.95334,130.10515,145.55164,85.88019
572,173.64125,303.6734742419619,-11.64775553856199,0.46105,0.45349,0.57327,15.51564,15.57841,14.794,893.45577,10.46417,0.14814,121.82367,95.16072,20.49577,10.27218,893.23126,55.67905,0.47319,127.27224,115.51236,108.85467,173.2789,173.92642,174.586,871.31433,900.39765,930.10068,10.23213,15.49533,44.04073,0.40719,0.8508,0.9886,47.70031,62.6377,77.31826,54.93985
573,128.66692,221.04434784881585,-43.43823882121282,0.57414,0.56835,0.6928,13.5063,13.56116,12.78081,1049.39576,42.24917,0.32217,29.18019,136.47245,27.70474,9.64563,1073.17985,52.36675,0.27559,65.96301,131.26584,151.09096,128.50366,128.70641,128.92312,1056.1211,1077.96429,1100.69107,8.94369,9.80007,10.81267,0.14804,0.28935,0.4431,46.53586,54.08397,60.40903,261.28579
574,32.90463,18.59414916233512,-32.80717654637321,0.40116,0.39388,0.52293,12.31665,12.38185,11.59619,1763.26136,10.61887,0.61359,191.21467,243.01454,199.87139,10.80581,1665.07828,47.7388,0.20169,323.39645,91.61206,92.20111,32.82506,32.83814,32.85135,1642.82515,1667.38157,1694.06668,10.68903,10.8199,10.95489,0.18599,0.20346,0.22133,46.63602,47.88019,49.08923,16160.35928
575,92.20356,109.87092132718007,-43.050401496752826,0.28827,0.27609,0.28433,16.68701,16.82389,16.00072,1298.19457,48.20691,0.08969,168.01464,331.4234,51.18732,8.18948,1346.06974,52.71936,0.15717,307.85437,131.9397,1210.73872,91.97692,92.17997,92.3863,1309.26599,1358.50363,1429.92779,7.67764,8.30936,8.9733,0.07162,0.19089,0.34391,47.24908,53.7738,59.16283,314.68122
576,190.12894,188.9529120745588,-4.7261847142415725,0.76914,0.7632,0.88921,12.42584,12.48024,11.70012,704.65148,62.79252,0.4884,268.48896,326.13138,47.03207,12.65834,682.90481,74.69388,0.51874,122.18055,142.43507,101.81475,189.81483,190.34913,190.90168,672.19274,695.18344,726.7497,11.37155,15.31461,38.76955,0.27771,0.76579,0.98443,65.83033,77.90571,86.52169,59.51317
577,112.16914,19.619118084672834,-66.59448726875995,0.47438,0.46761,0.60687,14.02555,14.08443,13.30201,304.75752,151.06585,0.57523,91.00039,47.93135,12.14205,9.42921,313.38594,144.7013,0.77427,269.9051,149.11067,69.32598,112.0655,112.18888,112.30964,307.91661,310.08765,312.30367,10.47577,22.83458,65.04017,0.75965,0.95984,0.99491,99.34624,115.17652,137.49328,83.88891
578,111.98458,232.23767443787509,-44.566516194553415,0.27665,0.26163,0.3404,16.67822,16.81696,15.9928,1189.98102,164.50375,0.75005,236.22014,16.56489,153.21971,8.6039,1185.66793,127.67825,0.6936,355.32638,124.36073,188.69899,111.38465,111.85307,112.302,1144.58345,1200.56216,1275.5113,8.98985,22.28902,94.27114,0.69498,0.97838,0.99861,96.12731,110.19225,128.62729,79.15466
579,67.37259,153.36262809669591,40.291157452709015,0.32448,0.31753,0.36728,15.26659,15.34757,14.55375,1072.64257,78.52927,0.62146,39.0008,210.6626,75.70958,6.64584,1073.2778,76.95462,0.61534,229.5702,32.23082,122.5812,67.38231,67.45639,67.52993,1057.65511,1074.44628,1091.55182,6.26673,6.73983,7.44848,0.53302,0.62709,0.72881,73.05803,77.04535,80.92899,535.26256
580,160.82586,10.323446460800797,27.643037735753392,0.27162,0.25579,0.38751,16.58241,16.73159,15.90186,1197.42103,74.74352,0.41348,227.73909,179.26902,84.20474,9.91983,1257.72312,91.24875,0.47038,49.83263,14.76291,124.87609,160.99297,161.76849,162.60253,1203.64211,1277.94809,1400.75248,9.75047,21.51637,111.57424,0.53883,0.9651,0.99876,86.77132,91.61275,99.96817,56.79149
581,77.41693,216.4980770572797,24.188061463037787,0.45022,0.44022,0.59017,13.62647,13.70525,12.91257,282.4512,63.79882,0.55921,148.15325,9.36347,12.60178,8.89935,283.39572,61.41165,0.42388,175.59554,6.69919,25.2561,77.38219,77.45296,77.52249,281.86031,283.2888,284.82704,10.70655,19.34765,57.48221,0.68584,0.95917,0.99596,53.52896,65.60048,78.56761,134.42386
582,153.67685,300.13388464484126,-9.86924956759315,0.52277,0.51622,0.64651,14.44284,14.50306,13.71996,856.55321,46.09816,0.35579,80.2442,228.3874,94.61233,9.81758,844.38531,62.64965,0.54445,289.4131,38.79656,128.0836,153.53262,153.87759,154.23443,824.66533,851.75878,879.40235,8.80646,11.53,27.5285,0.39483,0.69792,0.96223,55.99632,66.49204,77.41739,105.00643
583,88.26809,192.80879165387518,-39.101153711569516,0.25052,0.23473,0.36364,15.15344,15.31648,14.47933,1225.79231,132.42114,0.09964,224.29753,206.60259,185.60789,9.65008,1211.1336,130.30076,0.14926,93.89633,29.51012,333.11443,88.17962,88.30279,88.42757,1193.31161,1209.97089,1227.39823,9.29687,9.6553,10.03135,0.06799,0.13492,0.20778,126.96575,130.44572,134.24104,1344.57427
584,145.35303,129.98181203690467,-31.95447771358813,0.23495,0.22119,0.34224,16.80815,16.97098,16.13394,1023.12438,77.01349,0.13062,277.28476,162.54576,101.64292,10.07192,1070.37927,86.95497,0.0805,45.08938,159.80167,487.43952,144.17907,144.79974,145.40532,1037.65656,1075.00826,1113.75438,9.13262,10.4064,11.85355,0.05564,0.18888,0.45046,80.77345,86.76083,92.7234,100.29429
585,133.52009,270.2670995956581,34.00357739334471,0.32954,0.31759,0.45806,15.64063,15.73517,14.9343,798.54251,128.64463,0.64255,110.9634,233.07424,77.17075,12.1937,802.97206,124.42749,0.8853,282.97689,15.89744,118.18082,133.388,133.72562,134.14332,775.39378,798.69635,817.13936,7.33381,15.61318,82.3788,0.51875,0.93413,0.99748,95.57865,113.40734,133.23605,74.3543
586,60.16651,6.3774693502609745,-47.17495379340779,0.25571,0.24202,0.37674,14.48223,14.604,13.78884,747.36558,106.90221,0.33695,340.70674,85.81415,81.21993,6.34922,740.0337,108.85647,0.28109,326.30375,84.12659,46.31149,60.12705,60.17622,60.22413,735.38773,740.02306,744.71054,6.20084,6.37908,6.56047,0.2364,0.28764,0.34055,106.20345,108.6308,111.15632,2292.35584
587,138.86795,75.51944901588735,-38.83251952663115,0.28886,0.27224,0.39725,16.39327,16.55291,15.71758,1416.81083,77.89743,0.09268,257.71816,288.20799,213.17728,12.93467,1359.85935,93.09689,0.20381,131.49968,104.65531,398.88464,138.09153,138.49221,138.90299,1332.69403,1367.37685,1409.11284,11.9136,12.92257,13.95203,0.05753,0.16915,0.3097,88.95264,92.92343,96.95145,222.92321
588,89.52322,157.76312440826806,-43.30515518731819,0.30018,0.28387,0.40391,15.25876,15.41429,14.58116,584.16028,129.77164,0.67769,102.67241,107.4618,27.30085,10.06099,577.59294,129.74062,0.58122,117.7302,119.10384,26.82446,89.3694,89.48412,89.59403,572.54453,577.16522,581.87307,9.36763,10.56665,13.63532,0.48203,0.62836,0.81109,121.36044,127.54965,133.67051,408.77807
589,117.34979,47.02443587150585,-71.9640610942952,0.59762,0.58924,0.67976,13.47071,13.54464,12.75447,1010.36302,88.91113,0.49525,156.15011,53.5464,107.48016,11.49037,1011.70937,88.58873,0.39743,154.97758,52.62076,110.24061,117.43404,117.54818,117.66213,997.66618,1013.72842,1030.04083,10.67824,11.49992,12.48212,0.28581,0.40211,0.52426,85.91444,88.72524,91.60239,377.27041
590,126.18907,330.4116556784248,-18.313371047466227,0.46094,0.45369,0.55357,14.95488,15.01652,14.23269,1202.51294,115.87895,0.03588,64.22146,151.00036,157.25334,7.70972,1167.33202,118.23575,0.11569,58.57505,155.33828,124.87095,125.57053,125.87919,126.17232,1124.01129,1161.77113,1203.90036,7.20889,7.95281,8.90908,0.04748,0.17101,0.40439,109.23421,116.94558,125.22068,164.28721
591,126.768,3.620022787762515,3.5033821708840156,0.33503,0.32108,0.27881,15.95825,16.09421,15.27152,940.93862,60.93098,0.06417,302.29282,121.4412,47.97991,8.12576,976.07119,49.3659,0.25564,272.74654,110.92982,927.85117,125.68688,126.10099,126.52737,959.28752,989.40167,1021.00391,7.16149,8.29581,9.75316,0.09186,0.25884,0.49255,41.1518,51.2103,59.45729,119.92903
592,37.47989,145.88155980037592,-5.269903719560941,0.65579,0.65032,0.73255,10.43335,10.49009,9.70877,591.86655,62.95146,0.63288,128.95818,135.22294,80.6096,9.92792,595.34503,64.36092,0.58784,135.98741,130.37858,79.13836,37.43887,37.45724,37.47546,591.06201,595.20366,599.29319,9.3816,9.98632,10.71693,0.53017,0.60103,0.67421,61.22862,64.31,67.12509,641.27722
593,145.80307,319.7985637190777,-40.74120741537632,0.35486,0.3449,0.46952,15.61646,15.6901,14.90008,1070.19195,113.82231,0.38261,43.27691,146.45671,96.08955,6.012,1052.02737,111.52301,0.51579,135.80699,138.27428,333.33228,145.35039,145.79354,146.22241,1013.53415,1094.26869,1217.68302,5.7384,7.4471,23.75723,0.20292,0.73,0.99015,94.53195,105.9767,120.11085,56.94877
594,83.98655,83.58552535724759,-12.914739409897738,0.56133,0.55631,0.64332,13.27712,13.32055,12.54604,557.09381,119.77062,0.48367,349.3486,19.81961,58.64842,6.63787,551.83743,128.72464,0.66974,19.3537,41.55428,62.31645,83.93923,84.01858,84.09695,542.88656,554.24562,566.15476,6.57346,9.37256,32.09962,0.60746,0.89887,0.99336,102.15654,118.99834,133.75226,144.99641
595,13.12858,127.19736374701378,-25.406071695040335,0.25604,0.25294,0.3676,11.28257,11.31143,10.54433,67.68726,149.58272,0.05037,251.04568,173.71795,4.53977,1.89621,67.51231,132.67127,0.219,55.14836,36.91715,59.09698,13.12828,13.13023,13.1322,67.37023,67.56256,67.85793,1.68735,2.07715,3.17557,0.13674,0.40032,0.85814,118.39985,129.67608,142.05971,96.38067
596,56.27909,67.77622461809806,8.866890538483684,1.30241,1.29723,1.53232,6.7337,6.75905,5.99372,977.35312,12.58334,0.41602,284.47202,150.55189,131.92734,10.72718,947.64056,32.92986,0.47232,309.15491,130.29363,118.16249,56.18776,56.23,56.27228,935.64543,949.63717,964.85779,9.80738,10.76743,12.06086,0.33957,0.45704,0.5781,26.10544,35.34818,43.39637,412.16539
597,83.05198,122.79615741517021,-56.051056095362924,0.25197,0.22716,0.37306,13.74917,13.97231,13.10244,602.23575,144.30315,0.33042,126.9589,346.7366,61.79509,10.56939,597.54754,145.09608,0.24397,311.43162,169.29674,68.17701,82.97913,83.03018,83.08206,595.06937,597.51837,600.03741,10.17419,10.56797,10.96916,0.1851,0.2383,0.29115,140.88991,144.75475,149.1029,1461.28888
598,182.76068,2.3751460901721453,48.90319362677749,0.49266,0.48898,0.66163,14.84982,14.8827,14.11356,1495.01562,77.18932,0.0403,220.11858,84.21293,137.18974,5.73043,1396.23879,73.98928,0.18173,266.79684,82.72093,277.43817,182.18344,182.58674,182.98785,1348.4116,1423.60043,1551.39116,5.16393,6.0359,7.55623,0.11539,0.36218,0.80727,61.10686,72.55951,81.02587,84.85246
599,152.41319,124.414040931878,-23.01617178615292,0.47885,0.47268,0.62463,14.76357,14.81633,14.03706,982.14512,118.68783,0.37959,166.24863,333.18523,82.86896,7.56489,988.506,147.93673,0.8617,180.62457,0.86812,68.45958,151.89703,152.19618,152.492,965.08851,989.51501,1016.63934,7.55083,19.52438,80.9843,0.75047,0.98186,0.99893,95.42095,109.07788,129.51083,97.23379
600,307.74564,71.13461360445551,-33.191308146168645,0.66199,0.65649,0.74935,14.82568,14.88669,14.10318,1151.20991,140.82604,0.05456,40.87145,82.20423,64.97615,12.51132,1134.39165,136.52818,0.21685,337.46188,61.95376,1048.63079,305.45789,306.3875,307.38787,1100.53515,1137.48182,1177.08325,11.50869,12.98984,14.81237,0.07392,0.24337,0.46685,122.92468,132.97404,145.21754,111.79882
601,105.47778,252.68773168695398,9.694003018725814,0.22699,0.21767,0.33453,15.87639,15.97655,15.17274,900.20898,124.49172,0.65087,233.68155,88.74733,15.54056,7.08519,890.84206,105.88139,0.74801,196.79608,67.87645,878.07743,105.06135,105.33538,105.60938,880.65931,892.47243,905.50899,6.997,22.20403,274.54343,0.71781,0.99703,0.99996,91.18105,99.36697,115.75659,74.54383
602,62.7373,354.59897861345127,11.838995391583587,0.39153,0.38299,0.52546,13.68703,13.76196,12.97128,176.99915,64.42376,0.76387,10.33266,327.45471,3.16043,11.33275,176.42012,72.4343,0.94103,222.7805,153.21338,7.09471,62.77073,62.81917,62.87118,175.92559,176.56803,177.46372,9.98682,18.44418,69.34665,0.80502,0.97679,0.99893,69.686,82.60998,88.95056,136.48289
603,153.87097,250.8483604908778,5.02581897449548,0.39957,0.38567,0.52096,15.64691,15.77466,14.95633,1267.01674,49.05216,0.14183,92.36737,167.53647,139.98982,10.46044,1307.26582,45.71378,0.12837,10.72853,177.32613,1170.78195,152.50495,152.97759,153.45725,1274.37066,1309.88056,1347.87545,9.48501,10.62733,12.02391,0.06894,0.20031,0.39765,34.68513,46.12035,54.68448,179.2155
604,54.67246,355.0011025709271,-66.36834255369573,0.2165,0.20507,0.31425,15.18014,15.31609,14.49341,363.7589,112.41562,0.66262,146.07303,342.58577,14.92746,6.70314,363.96184,113.52378,0.73858,357.05722,173.68361,27.14296,54.54221,54.62884,54.71957,361.16372,363.98551,366.383,7.23591,11.02769,33.25169,0.78817,0.9784,0.99814,98.85406,110.85089,126.05733,260.36042
605,154.24461,63.53702696452148,25.82305357454185,0.52953,0.51958,0.63092,14.7223,14.80794,14.0117,954.74572,136.7381,0.19326,19.822,122.74945,29.89949,10.94805,942.63095,150.34389,0.11967,31.31358,146.22305,920.51087,153.8402,154.20371,154.55538,924.97577,944.95239,964.94235,10.64832,11.5349,12.47481,0.04002,0.12445,0.25955,133.64336,143.12522,153.57922,217.6515
